Input_angles1, Input_angles2, Calc_angles1,Calc_angles2, Voltage1,Voltage2,Voltage3,Voltage4,Calc_angles
0,0,0,0,0,0,0,0,                                                                                                                                 29,-30,55.00,55.00,49.00,46.00,7.77,-1.65,

-29,-1,52.00,52.00,50.00,51.00,1.65,0.56,

-28,-1,53.00,52.00,51.00,51.00,1.64,0.55,

-27,-1,52.00,52.00,52.00,52.00,0.00,0.00,

-26,-1,55.00,53.00,48.00,50.00,5.29,2.18,

-25,-1,51.00,51.00,51.00,51.00,0.00,0.00,

-24,-1,52.00,52.00,51.00,51.00,1.10,0.00,

-23,-1,51.00,51.00,50.00,50.00,1.12,0.00,

-22,-1,50.00,51.00,50.00,51.00,0.00,0.00,

-21,-1,52.00,53.00,52.00,51.00,1.09,-1.09,

-20,-1,52.00,52.00,51.00,51.00,1.10,0.00,

-19,-1,52.00,52.00,51.00,52.00,0.55,0.55,

-18,-1,53.00,52.00,51.00,51.00,1.64,0.55,

-17,-1,52.00,52.00,51.00,50.00,1.65,-0.56,

-16,-1,54.00,52.00,50.00,51.00,2.70,1.64,

-15,-1,52.00,52.00,51.00,51.00,1.10,0.00,

-14,-1,51.00,51.00,51.00,51.00,0.00,0.00,

-13,-1,50.00,51.00,51.00,51.00,-0.56,-0.56,

-12,-1,48.00,50.00,51.00,51.00,-2.25,-1.13,

-11,-1,50.00,52.00,51.00,52.00,-0.56,-0.56,

-10,-1,52.00,52.00,51.00,51.00,1.10,0.00,

-9,-1,52.00,52.00,51.00,52.00,0.55,0.55,

-8,-1,53.00,52.00,50.00,51.00,2.18,1.10,

-7,-1,45.00,52.00,50.00,52.00,-2.81,-2.81,

-6,-1,52.00,51.00,51.00,51.00,0.56,0.56,

-5,-1,52.00,51.00,51.00,51.00,0.56,0.56,

-4,-1,51.00,51.00,51.00,51.00,0.00,0.00,

-3,-1,52.00,53.00,52.00,52.00,0.55,-0.55,

-2,-1,54.00,53.00,50.00,51.00,3.21,1.09,

-1,-1,53.00,52.00,51.00,52.00,1.09,1.09,

0,-1,52.00,52.00,51.00,51.00,1.10,0.00,

1,-1,53.00,52.00,51.00,51.00,1.64,0.55,

2,-1,53.00,53.00,52.00,52.00,1.08,0.00,

3,-1,49.00,51.00,51.00,51.00,-1.12,-1.12,

4,-1,52.00,51.00,51.00,51.00,0.56,0.56,

5,-1,51.00,51.00,51.00,51.00,0.00,0.00,

6,-1,51.00,51.00,50.00,51.00,0.56,0.56,

7,-1,54.00,63.00,52.00,52.00,6.34,-4.47,

8,-1,52.00,52.00,51.00,51.00,1.10,0.00,

9,-1,52.00,51.00,51.00,51.00,0.56,0.56,

10,-1,52.00,52.00,51.00,52.00,0.55,0.55,

11,-1,51.00,51.00,49.00,51.00,1.12,1.12,

12,-1,52.00,50.00,52.00,51.00,-0.56,0.56,

13,-1,52.00,51.00,51.00,52.00,0.00,1.10,

14,-1,52.00,52.00,51.00,51.00,1.10,0.00,

15,-1,50.00,51.00,51.00,51.00,-0.56,-0.56,

16,-1,55.00,53.00,51.00,52.00,2.65,1.61,

17,-1,54.00,51.00,51.00,52.00,1.09,2.16,

18,-1,51.00,52.00,51.00,52.00,0.00,0.00,

19,-1,52.00,52.00,51.00,52.00,0.55,0.55,

20,-1,53.00,52.00,51.00,52.00,1.09,1.09,

21,-1,55.00,53.00,50.00,52.00,3.18,2.14,

22,-1,52.00,52.00,51.00,52.00,0.55,0.55,

23,-1,52.00,52.00,51.00,51.00,1.10,0.00,

24,-1,51.00,51.00,51.00,51.00,0.00,0.00,

25,-1,50.00,52.00,51.00,51.00,0.00,-1.11,

26,-1,50.00,51.00,52.00,53.00,-2.18,0.00,

27,-1,53.00,52.00,52.00,52.00,0.55,0.55,

28,-1,52.00,52.00,51.00,52.00,0.55,0.55,

29,-1,53.00,52.00,52.00,52.00,0.55,0.55,

29,0,58.00,52.00,50.00,51.00,4.68,3.67,

28,0,56.00,52.00,50.00,52.00,3.18,3.18,

27,0,52.00,52.00,51.00,51.00,1.10,0.00,

26,0,52.00,52.00,51.00,51.00,1.10,0.00,

25,0,55.00,51.00,51.00,51.00,2.16,2.16,

24,0,32.00,51.00,50.00,51.00,-10.11,-10.11,

23,0,52.00,53.00,51.00,52.00,1.09,0.00,

22,0,52.00,52.00,51.00,52.00,0.55,0.55,

21,0,52.00,52.00,52.00,52.00,0.00,0.00,

20,0,53.00,52.00,51.00,52.00,1.09,1.09,

19,0,52.00,53.00,53.00,52.00,0.00,-1.08,

18,0,53.00,52.00,51.00,51.00,1.64,0.55,

17,0,52.00,52.00,51.00,51.00,1.10,0.00,

16,0,52.00,52.00,51.00,51.00,1.10,0.00,

15,0,51.00,52.00,51.00,51.00,0.56,-0.56,

14,0,55.00,50.00,51.00,51.00,1.64,2.70,

13,0,52.00,52.00,51.00,51.00,1.10,0.00,

12,0,52.00,52.00,51.00,51.00,1.10,0.00,

11,0,53.00,52.00,52.00,52.00,0.55,0.55,

10,0,56.00,53.00,52.00,52.00,2.63,1.59,

9,0,42.00,53.00,53.00,52.00,-5.44,-6.46,

8,0,52.00,52.00,51.00,51.00,1.10,0.00,

7,0,52.00,51.00,51.00,51.00,0.56,0.56,

6,0,51.00,51.00,51.00,51.00,0.00,0.00,

5,0,53.00,52.00,51.00,52.00,1.09,1.09,

4,0,50.00,50.00,51.00,51.00,-1.12,0.00,

3,0,52.00,52.00,51.00,52.00,0.55,0.55,

2,0,53.00,52.00,51.00,52.00,1.09,1.09,

1,0,52.00,52.00,51.00,52.00,0.55,0.55,

0,0,42.00,52.00,52.00,53.00,-5.98,-4.95,

-1,0,52.00,51.00,51.00,51.00,0.56,0.56,

-2,0,51.00,51.00,51.00,51.00,0.00,0.00,

-3,0,51.00,51.00,51.00,51.00,0.00,0.00,

-4,0,51.00,51.00,50.00,51.00,0.56,0.56,

-5,0,42.00,52.00,52.00,53.00,-5.98,-4.95,

-6,0,52.00,51.00,51.00,52.00,0.00,1.10,

-7,0,52.00,52.00,51.00,51.00,1.10,0.00,

-8,0,52.00,52.00,51.00,52.00,0.55,0.55,

-9,0,56.00,52.00,52.00,50.00,3.18,1.08,

-10,0,53.00,49.00,52.00,51.00,-0.56,1.65,

-11,0,51.00,51.00,51.00,51.00,0.00,0.00,

-12,0,52.00,51.00,51.00,51.00,0.56,0.56,

-13,0,50.00,51.00,50.00,50.00,0.57,-0.57,

-14,0,61.00,51.00,48.00,50.00,7.13,6.17,

-15,0,52.00,51.00,51.00,52.00,0.00,1.10,

-16,0,52.00,51.00,51.00,51.00,0.56,0.56,

-17,0,40.00,52.00,51.00,52.00,-6.10,-6.10,

-18,0,55.00,53.00,52.00,51.00,2.65,0.54,

-19,0,43.00,50.00,52.00,52.00,-6.04,-3.93,

-20,0,52.00,51.00,51.00,51.00,0.56,0.56,

-21,0,51.00,51.00,50.00,51.00,0.56,0.56,

-22,0,51.00,51.00,51.00,50.00,0.56,-0.56,

-23,0,55.00,52.00,51.00,52.00,2.14,2.14,

-24,0,52.00,51.00,51.00,51.00,0.56,0.56,

-25,0,52.00,51.00,51.00,51.00,0.56,0.56,

-26,0,53.00,52.00,51.00,52.00,1.09,1.09,

-27,0,47.00,50.00,49.00,50.00,-1.16,-1.16,

-28,0,52.00,51.00,50.00,50.00,1.67,0.56,

-29,0,52.00,52.00,51.00,51.00,1.10,0.00,

-30,0,51.00,51.00,51.00,51.00,0.00,0.00,

-30,1,51.00,51.00,50.00,50.00,1.12,0.00,

-29,1,43.00,50.00,52.00,50.00,-5.04,-5.04,

-28,1,55.00,51.00,52.00,51.00,1.62,1.62,

-27,1,52.00,51.00,51.00,51.00,0.56,0.56,

-26,1,53.00,52.00,51.00,51.00,1.64,0.55,

-25,1,51.00,52.00,51.00,51.00,0.56,-0.56,

-24,1,50.00,53.00,51.00,52.00,0.00,-1.10,

-23,1,50.00,52.00,51.00,51.00,0.00,-1.11,

-22,1,52.00,51.00,51.00,51.00,0.56,0.56,

-21,1,51.00,50.00,50.00,51.00,0.00,1.12,

-20,1,49.00,49.00,51.00,52.00,-2.78,0.57,

-19,1,43.00,50.00,49.00,50.00,-3.47,-3.47,

-18,1,52.00,52.00,51.00,51.00,1.10,0.00,

-17,1,51.00,51.00,51.00,51.00,0.00,0.00,

-16,1,53.00,52.00,51.00,52.00,1.09,1.09,

-15,1,56.00,51.00,50.00,51.00,3.21,3.21,

-14,1,55.00,52.00,49.00,51.00,3.74,2.70,

-13,1,51.00,51.00,51.00,51.00,0.00,0.00,

-12,1,52.00,51.00,51.00,51.00,0.56,0.56,

-11,1,51.00,51.00,50.00,51.00,0.56,0.56,

-10,1,56.00,51.00,53.00,52.00,1.07,2.12,

-9,1,51.00,51.00,51.00,52.00,-0.56,0.56,

-8,1,52.00,51.00,51.00,51.00,0.56,0.56,

-7,1,40.00,52.00,51.00,52.00,-6.10,-6.10,

-6,1,48.00,50.00,52.00,52.00,-3.30,-1.12,

-5,1,44.00,53.00,48.00,51.00,-1.16,-3.40,

-4,1,51.00,51.00,50.00,51.00,0.56,0.56,

-3,1,51.00,52.00,50.00,51.00,1.11,0.00,

-2,1,51.00,51.00,50.00,51.00,0.56,0.56,

-1,1,54.00,51.00,48.00,52.00,2.73,3.78,

0,1,52.00,52.00,51.00,52.00,0.55,0.55,

1,1,52.00,51.00,51.00,51.00,0.56,0.56,

2,1,53.00,52.00,51.00,51.00,1.64,0.55,

3,1,53.00,51.00,50.00,52.00,1.10,2.18,

4,1,55.00,52.00,51.00,51.00,2.68,1.62,

5,1,52.00,51.00,51.00,51.00,0.56,0.56,

6,1,51.00,51.00,51.00,51.00,0.00,0.00,

7,1,51.00,51.00,50.00,51.00,0.56,0.56,

8,1,43.00,50.00,50.00,52.00,-5.04,-2.86,

9,1,55.00,51.00,52.00,53.00,0.54,2.65,

10,1,53.00,51.00,51.00,51.00,1.10,1.10,

11,1,52.00,52.00,51.00,51.00,1.10,0.00,

12,1,53.00,52.00,51.00,51.00,1.64,0.55,

13,1,46.00,50.00,48.00,51.00,-1.74,-0.58,

14,1,52.00,51.00,51.00,51.00,0.56,0.56,

15,1,51.00,51.00,50.00,51.00,0.56,0.56,

16,1,49.00,50.00,49.00,51.00,-0.57,0.57,

17,1,49.00,49.00,51.00,51.00,-2.25,0.00,

18,1,54.00,50.00,48.00,52.00,2.20,4.32,

19,1,52.00,51.00,51.00,51.00,0.56,0.56,

20,1,52.00,52.00,50.00,52.00,1.10,1.10,

21,1,53.00,52.00,51.00,52.00,1.09,1.09,

22,1,43.00,52.00,50.00,50.00,-2.86,-5.04,

23,1,51.00,51.00,50.00,51.00,0.56,0.56,

24,1,52.00,51.00,51.00,51.00,0.56,0.56,

25,1,51.00,51.00,50.00,50.00,1.12,0.00,

26,1,50.00,50.00,52.00,51.00,-1.67,-0.56,

27,1,52.00,51.00,49.00,51.00,1.67,1.67,

28,1,52.00,52.00,51.00,51.00,1.10,0.00,

29,1,52.00,51.00,51.00,51.00,0.56,0.56,

29,2,63.00,52.00,51.00,52.00,5.96,5.96,

28,2,50.00,51.00,49.00,49.00,1.70,-0.57,

27,2,49.00,50.00,52.00,50.00,-1.68,-1.68,

26,2,51.00,51.00,51.00,51.00,0.00,0.00,

25,2,52.00,51.00,51.00,50.00,1.11,0.00,

24,2,51.00,51.00,50.00,50.00,1.12,0.00,

23,2,46.00,53.00,52.00,49.00,-1.13,-5.44,

22,2,51.00,51.00,51.00,51.00,0.00,0.00,

21,2,52.00,51.00,51.00,51.00,0.56,0.56,

20,2,53.00,52.00,51.00,52.00,1.09,1.09,

19,2,49.00,52.00,52.00,51.00,-1.11,-2.20,

18,2,49.00,51.00,50.00,52.00,-1.12,0.00,

17,2,51.00,51.00,51.00,51.00,0.00,0.00,

16,2,51.00,52.00,50.00,51.00,1.11,0.00,

15,2,51.00,50.00,50.00,51.00,0.00,1.12,

14,2,53.00,51.00,51.00,51.00,1.10,1.10,

13,2,52.00,52.00,52.00,52.00,0.00,0.00,

12,2,51.00,51.00,51.00,51.00,0.00,0.00,

11,2,52.00,51.00,51.00,51.00,0.56,0.56,

10,2,52.00,52.00,51.00,52.00,0.55,0.55,

9,2,55.00,50.00,52.00,52.00,0.55,2.68,

8,2,52.00,50.00,48.00,51.00,1.68,2.78,

7,2,51.00,51.00,51.00,51.00,0.00,0.00,

6,2,52.00,51.00,51.00,51.00,0.56,0.56,

5,2,51.00,51.00,50.00,51.00,0.56,0.56,

4,2,49.00,49.00,51.00,51.00,-2.25,0.00,

3,2,52.00,51.00,51.00,51.00,0.56,0.56,

2,2,51.00,52.00,51.00,51.00,0.56,-0.56,

1,2,52.00,52.00,51.00,52.00,0.55,0.55,

0,2,54.00,52.00,50.00,51.00,2.70,1.64,

-1,2,44.00,53.00,52.00,53.00,-4.36,-4.36,

-2,2,52.00,52.00,51.00,51.00,1.10,0.00,

-3,2,51.00,51.00,51.00,51.00,0.00,0.00,

-4,2,50.00,50.00,50.00,51.00,-0.57,0.57,

-5,2,43.00,51.00,51.00,50.00,-3.96,-5.04,

-6,2,46.00,50.00,52.00,52.00,-4.40,-2.25,

-7,2,52.00,52.00,51.00,51.00,1.10,0.00,

-8,2,52.00,51.00,50.00,51.00,1.11,1.11,

-9,2,55.00,52.00,51.00,52.00,2.14,2.14,

-10,2,52.00,51.00,50.00,53.00,0.00,2.18,

-11,2,52.00,40.00,50.00,51.00,-5.09,7.19,

-12,2,52.00,51.00,51.00,51.00,0.56,0.56,

-13,2,49.00,51.00,51.00,51.00,-1.12,-1.12,

-14,2,45.00,51.00,51.00,52.00,-3.89,-2.81,

-15,2,49.00,53.00,52.00,50.00,0.00,-3.27,

-16,2,52.00,51.00,51.00,51.00,0.56,0.56,

-17,2,52.00,51.00,51.00,51.00,0.56,0.56,

-18,2,52.00,52.00,52.00,52.00,0.00,0.00,

-19,2,56.00,51.00,51.00,51.00,2.68,2.68,

-20,2,52.00,56.00,51.00,51.00,3.18,-2.14,

-21,2,52.00,51.00,51.00,51.00,0.56,0.56,

-22,2,50.00,51.00,50.00,50.00,0.57,-0.57,

-23,2,45.00,51.00,52.00,52.00,-4.40,-3.33,

-24,2,45.00,51.00,52.00,52.00,-4.40,-3.33,

-25,2,52.00,51.00,79.00,51.00,-11.73,-11.73,

-26,2,52.00,52.00,51.00,51.00,1.10,0.00,

-27,2,53.00,52.00,51.00,52.00,1.09,1.09,

-28,2,42.00,51.00,53.00,51.00,-6.04,-6.04,

-29,2,52.00,51.00,50.00,51.00,1.11,1.11,

-30,2,51.00,51.00,51.00,51.00,0.00,0.00,

-30,3,54.00,51.00,50.00,51.00,2.18,2.18,

-29,3,50.00,51.00,50.00,51.00,0.00,0.00,

-28,3,55.00,52.00,53.00,51.00,1.61,0.54,

-27,3,51.00,51.00,51.00,51.00,0.00,0.00,

-26,3,52.00,51.00,51.00,51.00,0.56,0.56,

-25,3,53.00,52.00,51.00,52.00,1.09,1.09,

-24,3,55.00,50.00,52.00,50.00,1.64,1.64,

-23,3,49.00,52.00,49.00,51.00,0.57,-0.57,

-22,3,51.00,51.00,51.00,51.00,0.00,0.00,

-21,3,51.00,51.00,50.00,51.00,0.56,0.56,

-20,3,49.00,51.00,50.00,50.00,0.00,-1.13,

-19,3,49.00,49.00,51.00,52.00,-2.78,0.57,

-18,3,51.00,52.00,51.00,51.00,0.56,-0.56,

-17,3,52.00,51.00,51.00,51.00,0.56,0.56,

-16,3,52.00,52.00,51.00,52.00,0.55,0.55,

-15,3,52.00,52.00,52.00,50.00,1.10,-1.10,

-14,3,52.00,51.00,50.00,51.00,1.11,1.11,

-13,3,51.00,51.00,51.00,51.00,0.00,0.00,

-12,3,51.00,51.00,50.00,50.00,1.12,0.00,

-11,3,51.00,51.00,50.00,50.00,1.12,0.00,

-10,3,40.00,53.00,52.00,50.00,-5.04,-8.13,

-9,3,51.00,51.00,42.00,51.00,5.04,5.04,

-8,3,52.00,51.00,51.00,51.00,0.56,0.56,

-7,3,52.00,52.00,51.00,51.00,1.10,0.00,

-6,3,52.00,53.00,52.00,51.00,1.09,-1.09,

-5,3,52.00,52.00,49.00,51.00,2.20,1.11,

-4,3,51.00,51.00,51.00,51.00,0.00,0.00,

-3,3,52.00,51.00,50.00,51.00,1.11,1.11,

-2,3,52.00,51.00,50.00,51.00,1.11,1.11,

-1,3,43.00,50.00,50.00,51.00,-4.53,-3.43,

0,3,51.00,52.00,51.00,51.00,0.56,-0.56,

1,3,52.00,52.00,51.00,51.00,1.10,0.00,

2,3,52.00,52.00,51.00,52.00,0.55,0.55,

3,3,51.00,52.00,52.00,52.00,-0.55,-0.55,

4,3,49.00,49.00,52.00,50.00,-2.25,-1.13,

5,3,51.00,51.00,51.00,51.00,0.00,0.00,

6,3,51.00,51.00,50.00,51.00,0.56,0.56,

7,3,51.00,51.00,50.00,51.00,0.56,0.56,

8,3,54.00,52.00,52.00,51.00,1.62,0.55,

9,3,55.00,52.00,51.00,52.00,2.14,2.14,

10,3,51.00,51.00,51.00,52.00,-0.56,0.56,

11,3,52.00,52.00,51.00,52.00,0.55,0.55,

12,3,53.00,51.00,50.00,51.00,1.65,1.65,

13,3,43.00,52.00,48.00,52.00,-2.86,-2.86,

14,3,51.00,51.00,51.00,51.00,0.00,0.00,

15,3,51.00,51.00,51.00,51.00,0.00,0.00,

16,3,51.00,51.00,50.00,50.00,1.12,0.00,

17,3,44.00,50.00,52.00,49.00,-3.96,-5.04,

18,3,44.00,50.00,51.00,53.00,-5.49,-2.27,

19,3,52.00,51.00,51.00,51.00,0.56,0.56,

20,3,52.00,52.00,51.00,51.00,1.10,0.00,

21,3,53.00,52.00,51.00,51.00,1.64,0.55,

22,3,47.00,51.00,50.00,51.00,-1.70,-1.70,

23,3,50.00,51.00,50.00,51.00,0.00,0.00,

24,3,52.00,52.00,51.00,51.00,1.10,0.00,

25,3,52.00,51.00,51.00,51.00,0.56,0.56,

26,3,52.00,51.00,51.00,51.00,0.56,0.56,

27,3,52.00,49.00,52.00,51.00,-1.11,1.11,

28,3,52.00,51.00,51.00,51.00,0.56,0.56,

29,3,52.00,52.00,51.00,51.00,1.10,0.00,

29,4,54.00,52.00,52.00,52.00,1.08,1.08,

28,4,48.00,53.00,53.00,51.00,-1.65,-3.78,

27,4,49.00,53.00,50.00,51.00,0.56,-1.67,

26,4,51.00,51.00,51.00,51.00,0.00,0.00,

25,4,52.00,51.00,51.00,51.00,0.56,0.56,

24,4,49.00,51.00,50.00,50.00,0.00,-1.13,

23,4,54.00,49.00,52.00,51.00,0.00,2.18,

22,4,51.00,52.00,50.00,52.00,0.56,0.56,

21,4,52.00,51.00,51.00,51.00,0.56,0.56,

20,4,52.00,52.00,51.00,51.00,1.10,0.00,

19,4,50.00,52.00,51.00,52.00,-0.56,-0.56,

18,4,54.00,51.00,51.00,52.00,1.09,2.16,

17,4,51.00,51.00,51.00,51.00,0.00,0.00,

16,4,51.00,51.00,51.00,51.00,0.00,0.00,

15,4,51.00,51.00,50.00,51.00,0.56,0.56,

14,4,51.00,52.00,51.00,50.00,1.11,-1.11,

13,4,54.00,50.00,50.00,50.00,2.20,2.20,

12,4,51.00,51.00,51.00,51.00,0.00,0.00,

11,4,52.00,51.00,50.00,51.00,1.11,1.11,

10,4,95.00,52.00,51.00,51.00,17.02,16.41,

9,4,48.00,51.00,51.00,51.00,-1.68,-1.68,

8,4,51.00,51.00,51.00,50.00,0.56,-0.56,

7,4,51.00,51.00,51.00,51.00,0.00,0.00,

6,4,32.00,51.00,50.00,51.00,-10.11,-10.11,

5,4,51.00,51.00,50.00,51.00,0.56,0.56,

4,4,53.00,51.00,50.00,51.00,1.65,1.65,

3,4,51.00,52.00,51.00,52.00,0.00,0.00,

2,4,51.00,52.00,51.00,51.00,0.56,-0.56,

1,4,52.00,52.00,52.00,52.00,0.00,0.00,

0,4,51.00,52.00,51.00,51.00,0.56,-0.56,

-1,4,55.00,50.00,48.00,52.00,2.73,4.81,

-2,4,51.00,51.00,51.00,51.00,0.00,0.00,

-3,4,51.00,52.00,51.00,51.00,0.56,-0.56,

-4,4,50.00,51.00,50.00,50.00,0.57,-0.57,

-5,4,47.00,50.00,48.00,50.00,-0.58,-0.58,

-6,4,43.00,49.00,51.00,51.00,-5.60,-3.43,

-7,4,48.00,51.00,51.00,51.00,-1.68,-1.68,

-8,4,52.00,52.00,51.00,51.00,1.10,0.00,

-9,4,53.00,52.00,51.00,52.00,1.09,1.09,

-10,4,43.00,53.00,49.00,51.00,-2.29,-4.48,

-11,4,51.00,51.00,58.00,51.00,-3.67,-3.67,

-12,4,52.00,51.00,50.00,51.00,1.11,1.11,

-13,4,50.00,51.00,50.00,50.00,0.57,-0.57,

-14,4,51.00,51.00,52.00,50.00,0.00,-1.11,

-15,4,52.00,50.00,52.00,50.00,0.00,0.00,

-16,4,52.00,51.00,51.00,51.00,0.56,0.56,

-17,4,52.00,51.00,51.00,51.00,0.56,0.56,

-18,4,53.00,52.00,51.00,52.00,1.09,1.09,

-19,4,51.00,52.00,52.00,50.00,0.56,-1.65,

-20,4,52.00,51.00,50.00,51.00,1.11,1.11,

-21,4,51.00,51.00,51.00,51.00,0.00,0.00,

-22,4,51.00,50.00,50.00,50.00,0.57,0.57,

-23,4,51.00,50.00,51.00,51.00,-0.56,0.56,

-24,4,46.00,63.00,50.00,49.00,5.24,-9.05,

-25,4,52.00,52.00,51.00,51.00,1.10,0.00,

-26,4,52.00,51.00,51.00,51.00,0.56,0.56,

-27,4,53.00,52.00,51.00,51.00,1.64,0.55,

-28,4,55.00,51.00,48.00,52.00,3.24,4.28,

-29,4,47.00,51.00,49.00,51.00,-1.15,-1.15,

-30,4,52.00,51.00,50.00,51.00,1.11,1.11,

-30,5,51.00,51.00,51.00,51.00,0.00,0.00,

-29,5,50.00,51.00,50.00,51.00,0.00,0.00,

-28,5,41.00,52.00,50.00,57.00,-7.45,-2.25,

-27,5,54.00,52.00,52.00,56.00,-1.06,3.12,

-26,5,52.00,51.00,51.00,51.00,0.56,0.56,

-25,5,52.00,52.00,51.00,51.00,1.10,0.00,

-24,5,51.00,51.00,52.00,52.00,-1.10,0.00,

-23,5,53.00,51.00,52.00,52.00,0.00,1.09,

-22,5,51.00,51.00,50.00,51.00,0.56,0.56,

-21,5,51.00,51.00,50.00,51.00,0.56,0.56,

-20,5,50.00,51.00,49.00,50.00,1.13,0.00,

-19,5,48.00,52.00,51.00,52.00,-1.67,-1.67,

-18,5,54.00,52.00,51.00,51.00,2.16,1.09,

-17,5,52.00,51.00,51.00,51.00,0.56,0.56,

-16,5,52.00,52.00,51.00,51.00,1.10,0.00,

-15,5,52.00,52.00,52.00,51.00,0.55,-0.55,

-14,5,50.00,51.00,49.00,52.00,0.00,1.12,

-13,5,51.00,51.00,50.00,51.00,0.56,0.56,

-12,5,51.00,51.00,50.00,51.00,0.56,0.56,

-11,5,50.00,51.00,50.00,51.00,0.00,0.00,

-10,5,47.00,50.00,50.00,50.00,-1.72,-1.72,

-9,5,51.00,53.00,52.00,51.00,0.55,-1.64,

-8,5,51.00,51.00,51.00,51.00,0.00,0.00,

-7,5,53.00,52.00,51.00,51.00,1.64,0.55,

-6,5,53.00,52.00,51.00,52.00,1.09,1.09,

-5,5,52.00,51.00,52.00,50.00,0.56,-0.56,

-4,5,48.00,53.00,50.00,51.00,0.00,-2.22,

-3,5,52.00,51.00,50.00,51.00,1.11,1.11,

-2,5,51.00,51.00,50.00,51.00,0.56,0.56,

-1,5,50.00,50.00,50.00,50.00,0.00,0.00,

0,5,40.00,50.00,50.00,49.00,-5.19,-6.28,

1,5,48.00,52.00,52.00,51.00,-1.67,-2.75,

2,5,51.00,51.00,51.00,51.00,0.00,0.00,

3,5,51.00,51.00,51.00,51.00,0.00,0.00,

4,5,52.00,51.00,51.00,52.00,0.00,1.10,

5,5,55.00,52.00,51.00,51.00,2.68,1.62,

6,5,50.00,52.00,51.00,50.00,0.56,-1.67,

7,5,51.00,51.00,51.00,51.00,0.00,0.00,

8,5,51.00,51.00,51.00,51.00,0.00,0.00,

9,5,50.00,51.00,50.00,51.00,0.00,0.00,

10,5,45.00,52.00,48.00,49.00,0.00,-3.43,

11,5,48.00,51.00,52.00,52.00,-2.75,-1.67,

12,5,51.00,51.00,51.00,51.00,0.00,0.00,

13,5,51.00,51.00,52.00,51.00,-0.56,-0.56,

14,5,53.00,52.00,51.00,52.00,1.09,1.09,

15,5,50.00,53.00,51.00,52.00,0.00,-1.10,

16,5,52.00,52.00,52.00,50.00,1.10,-1.10,

17,5,51.00,51.00,51.00,51.00,0.00,0.00,

18,5,52.00,51.00,50.00,51.00,1.11,1.11,

19,5,51.00,51.00,50.00,51.00,0.56,0.56,

20,5,55.00,51.00,52.00,51.00,1.62,1.62,

21,5,50.00,51.00,51.00,51.00,-0.56,-0.56,

22,5,52.00,52.00,51.00,51.00,1.10,0.00,

23,5,52.00,51.00,51.00,52.00,0.00,1.10,

24,5,52.00,52.00,51.00,51.00,1.10,0.00,

25,5,42.00,51.00,50.00,52.00,-5.04,-3.96,

26,5,51.00,51.00,51.00,50.00,0.56,-0.56,

27,5,51.00,51.00,50.00,51.00,0.56,0.56,

28,5,51.00,51.00,49.00,50.00,1.68,0.57,

29,5,47.00,50.00,49.00,52.00,-2.27,0.00,

29,6,55.00,50.00,50.00,53.00,1.09,4.24,

28,6,52.00,52.00,51.00,51.00,1.10,0.00,

27,6,52.00,51.00,51.00,51.00,0.56,0.56,

26,6,52.00,52.00,51.00,52.00,0.55,0.55,

25,6,49.00,53.00,51.00,51.00,0.00,-2.20,

24,6,55.00,53.00,52.00,49.00,3.71,-0.55,

23,6,51.00,51.00,51.00,51.00,0.00,0.00,

22,6,51.00,51.00,50.00,51.00,0.56,0.56,

21,6,50.00,51.00,50.00,51.00,0.00,0.00,

20,6,36.00,52.00,52.00,49.00,-7.33,-10.35,

19,6,53.00,51.00,50.00,51.00,1.65,1.65,

18,6,51.00,51.00,51.00,51.00,0.00,0.00,

17,6,52.00,52.00,51.00,51.00,1.10,0.00,

16,6,53.00,52.00,50.00,51.00,2.18,1.10,

15,6,43.00,53.00,51.00,51.00,-3.37,-5.49,

14,6,51.00,51.00,51.00,51.00,0.00,0.00,

13,6,51.00,51.00,51.00,51.00,0.00,0.00,

12,6,51.00,50.00,50.00,50.00,0.57,0.57,

11,6,48.00,52.00,50.00,50.00,0.00,-2.25,

10,6,43.00,52.00,52.00,49.00,-3.40,-6.58,

9,6,52.00,51.00,51.00,51.00,0.56,0.56,

8,6,51.00,51.00,51.00,51.00,0.00,0.00,

7,6,53.00,52.00,51.00,51.00,1.64,0.55,

6,6,42.00,52.00,51.00,52.00,-4.99,-4.99,

5,6,45.00,51.00,51.00,52.00,-3.89,-2.81,

4,6,51.00,51.00,51.00,51.00,0.00,0.00,

3,6,52.00,51.00,51.00,51.00,0.56,0.56,

2,6,51.00,50.00,50.00,50.00,0.57,0.57,

